0	0.0002	0.0001
0.01	9.61103e-06	0.000100889
0.0210658	-6.38759e-05	0.000100513
0.0344782	-8.97517e-05	9.94407e-05
0.0509422	-9.59201e-05	9.78932e-05
0.0720028	-9.55245e-05	9.58691e-05
0.100148	-9.3072e-05	9.32105e-05
0.138467	-8.9357e-05	8.97041e-05
0.171526	-8.64403e-05	8.6787e-05
0.208809	-8.2876e-05	8.36069e-05
0.238932	-8.07063e-05	8.11288e-05
0.271553	-7.81359e-05	7.85252e-05
0.307479	-7.51014e-05	7.57514e-05
0.343405	-7.19882e-05	7.30737e-05
0.370771	-7.07279e-05	7.11079e-05
0.401364	-6.87268e-05	6.89667e-05
0.438451	-6.59639e-05	6.64532e-05
0.47113	-6.38613e-05	6.43168e-05
0.506008	-6.14779e-05	6.21104e-05
0.540885	-5.91008e-05	5.99787e-05
0.571106	-5.76797e-05	5.81966e-05
0.602537	-5.60155e-05	5.63971e-05
0.637257	-5.39559e-05	5.44711e-05
0.673531	-5.16126e-05	5.25264e-05
0.702244	-5.06376e-05	5.10445e-05
0.733676	-4.91655e-05	4.9466e-05
0.770099	-4.71472e-05	4.76941e-05
0.802897	-4.56347e-05	4.61553e-05
0.836984	-4.398e-05	4.46073e-05
0.871072	-4.23553e-05	4.31108e-05
0.905159	-4.0754e-05	4.16643e-05
0.935679	-3.98482e-05	4.0415e-05
0.9662	-3.88492e-05	3.92022e-05
1.00045	-3.74434e-05	3.78813e-05
1.03738	-3.56335e-05	3.65032e-05
1.06607	-3.50902e-05	3.54756e-05
1.09782	-3.40657e-05	3.43677e-05
1.13458	-3.2542e-05	3.31244e-05
1.16752	-3.14818e-05	3.20509e-05
1.20046	-3.0456e-05	3.10123e-05
1.2334	-2.94636e-05	3.00073e-05
1.26634	-2.85035e-05	2.90349e-05
1.30044	-2.74181e-05	2.80601e-05
1.33455	-2.63421e-05	2.71177e-05
1.36865	-2.52696e-05	2.62066e-05
1.39886	-2.48793e-05	2.54303e-05
1.42908	-2.43516e-05	2.46756e-05
1.46358	-2.34172e-05	2.38377e-05
1.5011	-2.20312e-05	2.29545e-05
1.52879	-2.19911e-05	2.23332e-05
1.56034	-2.13825e-05	2.16405e-05
1.59802	-2.02547e-05	2.08367e-05
1.63018	-1.96858e-05	2.0178e-05
1.66396	-1.89464e-05	1.9507e-05
1.69774	-1.82198e-05	1.88581e-05
1.73151	-1.75037e-05	1.82307e-05
1.76529	-1.67961e-05	1.76239e-05
1.79907	-1.60944e-05	1.70372e-05
1.83284	-1.5396e-05	1.64697e-05
1.86198	-1.54851e-05	1.6002e-05
1.89235	-1.52126e-05	1.55253e-05
1.92726	-1.45542e-05	1.49912e-05
1.96498	-1.34403e-05	1.44307e-05
1.9919	-1.37325e-05	1.40538e-05
2.02313	-1.33937e-05	1.36225e-05
2.06136	-1.25436e-05	1.31081e-05
2.0934	-1.22282e-05	1.26956e-05
2.1274	-1.17154e-05	1.22701e-05
2.16141	-1.12004e-05	1.18586e-05
2.19541	-1.06795e-05	1.14607e-05
2.22942	-1.01488e-05	1.10758e-05
2.25982	-1.01824e-05	1.07475e-05
2.29023	-1.00833e-05	1.04277e-05
2.32452	-9.64464e-06	1.00751e-05
2.36163	-8.82246e-06	9.70342e-06
2.39006	-9.06349e-06	9.43628e-06
2.42177	-8.85239e-06	9.14246e-06
2.45878	-8.22321e-06	8.80719e-06
2.49148	-7.97892e-06	8.52412e-06
2.52417	-7.74115e-06	8.25014e-06
2.5583	-7.35443e-06	7.97206e-06
2.59243	-6.95358e-06	7.70304e-06
2.62655	-6.53328e-06	7.44272e-06
2.65705	-6.65878e-06	7.2224e-06
2.68754	-6.65817e-06	7.00748e-06
2.72184	-6.33353e-06	6.77024e-06
2.75884	-5.64191e-06	6.51969e-06
2.78738	-5.96185e-06	6.34099e-06
2.8191	-5.84857e-06	6.14377e-06
2.85598	-5.33655e-06	5.91828e-06
2.88883	-5.16876e-06	5.72711e-06
2.92167	-5.00621e-06	5.54212e-06
2.95451	-4.84873e-06	5.3631e-06
2.98873	-4.5468e-06	5.1813e-06
3.02295	-4.22262e-06	5.00529e-06
3.05717	-3.86935e-06	4.8348e-06
3.08699	-4.16972e-06	4.69691e-06
3.11789	-4.20278e-06	4.55557e-06
3.15257	-3.92624e-06	4.39896e-06
3.18943	-3.30815e-06	4.23502e-06
3.21757	-3.75083e-06	4.12285e-06
3.24901	-3.72089e-06	3.9961e-06
3.28609	-3.28716e-06	3.84766e-06
3.31917	-3.15984e-06	3.72225e-06
3.35226	-3.03659e-06	3.60091e-06
3.38534	-2.91728e-06	3.48352e-06
3.41842	-2.80178e-06	3.36995e-06
